"wavelength","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"813.1","2.81E-6","6.85E-6","0","4.68E-6","1.12E-5","0","5.3E-6","4.93E-6","0","1.55E-6","-3.11E-6","2.93E-5","3.13E-5","4.66E-6","1.0E-5","0","9.06E-6","2.28E-5","2.49E-5","3.06E-5","7.77E-5","0.0003337","0.002083","5.41E-5"
"813.8","0","-3.45E-6","4.42E-6","0","0","-9.88E-6","-2.67E-6","2.48E-6","-3.13E-6","0","0","3.22E-5","2.74E-5","1.57E-6","0","5.44E-6","1.83E-5","1.91E-5","3.13E-5","3.86E-5","7.36E-5","0.0003239","0.002197","5.65E-5"
"814.6","2.85E-6","-1.04E-5","0","-9.48E-6","1.14E-5","3.31E-6","5.37E-6","0","1.57E-6","1.57E-6","0","2.83E-5","3.0E-5","3.15E-6","0","1.09E-5","1.38E-5","1.15E-5","2.52E-5","2.85E-5","6.93E-5","0.0003018","0.002299","5.8E-5"
"815.4","0","-3.47E-6","4.45E-6","0","-1.14E-5","-6.62E-6","2.69E-6","2.5E-6","-3.15E-6","0","-1.58E-6","2.77E-5","3.0E-5","-1.58E-6","0","0","9.18E-6","1.92E-5","2.52E-5","3.1E-5","6.46E-5","0.0002703","0.002427","6.42E-5"
"816.2","2.85E-6","-3.47E-6","4.45E-6","9.49E-6","5.7E-6","-6.62E-6","0","2.5E-6","0","3.15E-6","1.58E-6","2.84E-5","2.92E-5","0","-1.02E-5","0","1.38E-5","7.7E-6","2.52E-5","3.37E-5","6.46E-5","0.0002608","0.002561","6.35E-5"
"817","0","0","-4.46E-6","0","0","3.32E-6","-2.7E-6","2.51E-6","1.58E-6","0","-1.58E-6","2.57E-5","2.68E-5","1.58E-6","0","0","-4.61E-6","3.09E-5","2.37E-5","3.12E-5","6.32E-5","0.0002488","0.002714","6.72E-5"
"817.7","2.88E-6","3.51E-6","0","0","0","-3.34E-6","2.71E-6","-5.04E-6","-1.59E-6","3.18E-6","-1.59E-6","2.52E-5","2.86E-5","-1.59E-6","0","1.11E-5","1.86E-5","1.17E-5","2.55E-5","3.14E-5","6.36E-5","0.0002229","0.002849","6.91E-5"
"818.5","2.89E-6","3.52E-6","-4.51E-6","-4.81E-6","5.78E-6","-3.36E-6","0","2.53E-6","0","3.2E-6","-3.2E-6","2.67E-5","2.88E-5","0","-5.16E-6","1.11E-5","0","1.95E-5","2.08E-5","2.89E-5","5.75E-5","0.0002126","0.003003","7.3E-5"
"819.3","-2.88E-6","7.04E-6","4.51E-6","-9.62E-6","1.15E-5","-3.35E-6","0","5.06E-6","0","-1.6E-6","1.6E-6","2.6E-5","2.62E-5","0","0","5.55E-6","0","1.17E-5","2.39E-5","2.88E-5","5.75E-5","0.0001945","0.003156","7.44E-5"
"820.1","0","0","0","4.79E-6","0","0","2.71E-6","-2.52E-6","1.59E-6","-1.59E-6","-3.18E-6","2.25E-5","2.61E-5","-3.18E-6","1.03E-5","-5.53E-6","0","1.55E-5","2.38E-5","3.66E-5","5.72E-5","0.0001905","0.003333","7.88E-5"
"820.8","2.87E-6","3.5E-6","-4.48E-6","9.56E-6","5.73E-6","3.33E-6","0","2.52E-6","1.59E-6","0","-1.59E-6","2.58E-5","2.77E-5","1.59E-6","5.12E-6","0","-4.62E-6","1.94E-5","2.38E-5","3.65E-5","5.23E-5","0.0001723","0.003507","8.09E-5"
"821.6","0","1.4E-5","4.49E-6","0","5.75E-6","0","2.71E-6","5.04E-6","-1.59E-6","-1.59E-6","-1.59E-6","2.32E-5","2.53E-5","0","0","-5.53E-6","4.64E-6","1.94E-5","2.23E-5","2.61E-5","4.45E-5","0.0001663","0.003687","8.46E-5"
"822.4","-5.78E-6","3.52E-6","4.52E-6","0","1.16E-5","0","0","0","-1.6E-6","4.8E-6","1.6E-6","2.26E-5","2.54E-5","3.2E-6","-5.16E-6","1.11E-5","9.32E-6","2.34E-5","2.4E-5","3.15E-5","4.8E-5","0.0001544","0.003862","8.99E-5"
"823.2","-5.8E-6","-3.54E-6","4.53E-6","-4.83E-6","0","6.74E-6","0","5.09E-6","0","-3.21E-6","-1.61E-6","2.34E-5","2.47E-5","1.61E-6","1.04E-5","2.23E-5","1.4E-5","1.96E-5","2.25E-5","3.43E-5","4.82E-5","0.0001468","0.004099","9.34E-5"
"823.9","-2.89E-6","-7.04E-6","0","0","5.78E-6","6.72E-6","-2.72E-6","0","0","1.6E-6","-1.6E-6","2.33E-5","2.12E-5","0","5.16E-6","-5.55E-6","1.4E-5","1.17E-5","1.92E-5","2.1E-5","4.96E-5","0.0001445","0.004311","9.66E-5"
"824.7","0","-3.5E-6","0","9.57E-6","0","0","2.71E-6","5.04E-6","1.59E-6","3.18E-6","-1.59E-6","2.32E-5","2.36E-5","4.77E-6","5.13E-6","1.1E-5","1.39E-5","1.94E-5","2.38E-5","2.87E-5","4.13E-5","0.0001308","0.00451","0.0001011"
"825.5","0","3.5E-6","0","0","5.73E-6","3.33E-6","2.7E-6","0","-1.59E-6","1.59E-6","-4.76E-6","2.38E-5","2.18E-5","-1.59E-6","-5.12E-6","-5.51E-6","0","1.16E-5","2.22E-5","2.61E-5","4.6E-5","0.0001305","0.004731","0.0001048"
"826.3","0","-7.02E-6","4.5E-6","9.6E-6","-5.76E-6","6.7E-6","2.72E-6","5.05E-6","0","1.59E-6","0","2.25E-5","2.45E-5","-1.59E-6","-1.03E-5","0","0","7.78E-6","2.23E-5","3.14E-5","4.3E-5","0.0001183","0.004991","0.000108"
"827.1","-5.8E-6","7.07E-6","-4.53E-6","0","0","0","2.73E-6","2.54E-6","0","1.6E-6","0","1.99E-5","2.12E-5","4.81E-6","-5.17E-6","-5.57E-6","-4.67E-6","7.83E-6","1.93E-5","2.63E-5","4.01E-5","0.0001159","0.005241","0.0001128"
"827.8","0","0","-9.08E-6","9.69E-6","0","-3.38E-6","2.74E-6","0","1.61E-6","3.22E-6","0","2.07E-5","2.13E-5","0","0","0","-4.69E-6","1.96E-5","1.93E-5","2.38E-5","4.02E-5","0.0001162","0.005534","0.0001178"
"828.6","-5.78E-6","-3.53E-6","1.36E-5","-1.45E-5","5.78E-6","0","0","5.07E-6","-1.6E-6","3.2E-6","0","2.33E-5","2.03E-5","0","-5.16E-6","0","4.66E-6","1.56E-5","2.08E-5","1.84E-5","3.52E-5","0.0001074","0.005829","0.0001252"
"829.4","0","0","1.35E-5","-4.79E-6","2.3E-5","0","-2.71E-6","7.56E-6","0","1.59E-6","-3.18E-6","2.04E-5","1.94E-5","0","-5.13E-6","0","9.27E-6","1.55E-5","1.91E-5","1.83E-5","3.81E-5","9.87E-5","0.006088","0.000129"
"830.1","-2.87E-6","7.0E-6","1.35E-5","9.57E-6","-1.15E-5","3.34E-6","5.41E-6","2.52E-6","0","1.59E-6","1.59E-6","1.97E-5","2.19E-5","3.18E-6","2.05E-5","0","-9.26E-6","1.16E-5","2.06E-5","2.09E-5","3.81E-5","9.37E-5","0.006399","0.0001368"
"830.9","-5.78E-6","0","9.03E-6","0","0","-6.72E-6","2.73E-6","-5.07E-6","-3.2E-6","0","1.6E-6","1.71E-5","2.03E-5","0","5.16E-6","-5.56E-6","4.66E-6","1.95E-5","2.24E-5","2.36E-5","3.52E-5","9.75E-5","0.006707","0.0001412"
"831.7","0","1.07E-5","-4.55E-6","-4.85E-6","0","-3.39E-6","2.75E-6","5.11E-6","-3.22E-6","-1.61E-6","1.61E-6","1.93E-5","2.05E-5","-1.61E-6","5.2E-6","0","0","7.87E-6","1.93E-5","2.38E-5","3.22E-5","9.03E-5","0.00703","0.0001496"
"832.5","0","0","0","1.46E-5","0","-3.4E-6","-2.76E-6","2.56E-6","0","1.62E-6","-1.62E-6","1.87E-5","1.88E-5","0","0","1.12E-5","0","0","1.62E-5","2.39E-5","2.91E-5","8.73E-5","0.007428","0.000155"
"833.2","-2.91E-6","3.54E-6","0","0","5.81E-6","6.76E-6","-8.22E-6","5.1E-6","-3.22E-6","3.22E-6","1.61E-6","1.79E-5","2.13E-5","3.22E-6","1.04E-5","5.59E-6","0","1.96E-5","2.09E-5","2.38E-5","3.06E-5","8.36E-5","0.007744","0.0001613"
"834","2.89E-6","1.06E-5","4.51E-6","0","1.16E-5","-6.72E-6","-2.73E-6","5.07E-6","0","3.2E-6","-1.6E-6","1.71E-5","1.86E-5","0","5.16E-6","5.55E-6","0","1.17E-5","1.92E-5","2.36E-5","2.72E-5","7.51E-5","0.008114","0.0001694"
"834.8","-2.89E-6","-3.53E-6","1.36E-5","0","-5.78E-6","-3.36E-6","1.09E-5","5.07E-6","-1.6E-6","1.6E-6","1.6E-6","1.71E-5","1.95E-5","1.6E-6","5.16E-6","1.11E-5","-1.4E-5","1.95E-5","1.92E-5","1.84E-5","3.2E-5","7.52E-5","0.008514","0.0001759"
"835.6","2.92E-6","3.56E-6","-4.56E-6","-4.86E-6","1.17E-5","0","2.75E-6","5.12E-6","-1.61E-6","1.61E-6","1.61E-6","1.59E-5","1.96E-5","-1.61E-6","5.21E-6","5.61E-6","9.41E-6","1.97E-5","1.61E-5","1.86E-5","3.07E-5","7.74E-5","0.008846","0.0001826"
"836.3","2.95E-6","0","0","9.82E-6","1.18E-5","3.42E-6","5.56E-6","7.75E-6","0","0","1.63E-6","1.68E-5","2.07E-5","0","0","2.27E-5","0","1.59E-5","1.63E-5","2.41E-5","3.1E-5","7.99E-5","0.009304","0.0001959"
"837.1","-2.96E-6","3.61E-6","4.62E-6","0","5.92E-6","3.44E-6","8.38E-6","0","-1.64E-6","0","3.28E-6","1.69E-5","1.82E-5","-1.64E-6","0","0","4.77E-6","1.6E-5","2.13E-5","2.42E-5","2.95E-5","7.05E-5","0.009712","0.0002034"
"837.9","0","-3.6E-6","4.61E-6","-9.83E-6","-5.9E-6","3.43E-6","0","0","-1.63E-6","0","-1.63E-6","1.61E-5","1.9E-5","-1.63E-6","-1.05E-5","-5.67E-6","1.43E-5","1.99E-5","1.63E-5","2.41E-5","1.96E-5","7.18E-5","0.01013","0.0002093"
"838.7","2.93E-6","1.07E-5","0","9.78E-6","0","0","-2.77E-6","2.57E-6","0","3.25E-6","1.62E-6","1.74E-5","1.89E-5","3.25E-6","0","0","1.42E-5","1.98E-5","1.62E-5","2.93E-5","2.92E-5","6.49E-5","0.01052","0.0002169"
"839.4","-2.94E-6","0","4.59E-6","4.89E-6","5.87E-6","0","0","2.58E-6","0","4.88E-6","6.5E-6","1.6E-5","1.38E-5","3.25E-6","1.57E-5","-1.13E-5","4.74E-6","7.94E-6","1.95E-5","1.87E-5","2.93E-5","7.47E-5","0.01094","0.0002268"
"840.2","-5.93E-6","3.62E-6","0","0","0","-3.45E-6","0","5.2E-6","1.64E-6","-1.64E-6","1.64E-6","1.62E-5","1.56E-5","-3.28E-6","0","0","4.78E-6","2.0E-5","1.81E-5","2.16E-5","2.46E-5","6.56E-5","0.01133","0.0002328"
"841","-3.0E-6","3.66E-6","9.39E-6","0","-6.01E-6","1.05E-5","2.83E-6","0","3.33E-6","0","1.66E-6","1.64E-5","1.76E-5","1.66E-6","-5.36E-6","-5.78E-6","9.69E-6","1.22E-5","2.16E-5","1.64E-5","2.49E-5","5.99E-5","0.01174","0.0002449"
"841.8","6.04E-6","0","1.42E-5","0","1.81E-5","3.51E-6","2.85E-6","2.65E-6","-1.67E-6","0","-1.67E-6","1.36E-5","1.51E-5","-1.67E-6","0","-5.81E-6","0","2.45E-5","2.01E-5","1.65E-5","2.51E-5","5.69E-5","0.01225","0.0002548"
"842.5","0","7.35E-6","9.42E-6","5.02E-6","6.03E-6","7.01E-6","-2.84E-6","0","-1.67E-6","-1.67E-6","3.34E-6","1.57E-5","1.68E-5","-1.67E-6","0","-1.16E-5","9.72E-6","1.63E-5","1.17E-5","1.92E-5","2.5E-5","5.68E-5","0.01266","0.0002712"
"843.3","0","3.66E-6","4.69E-6","0","-6.0E-6","6.98E-6","0","7.9E-6","0","0","1.66E-6","1.5E-5","1.67E-5","0","0","-1.15E-5","0","4.06E-6","1.99E-5","1.64E-5","2.33E-5","5.98E-5","0.01309","0.0002777"
"844.1","3.0E-6","0","9.38E-6","0","6.0E-6","3.49E-6","-2.83E-6","-2.63E-6","1.66E-6","0","1.66E-6","1.35E-5","1.58E-5","1.66E-6","1.07E-5","-1.15E-5","0","1.62E-5","1.33E-5","2.73E-5","2.33E-5","5.65E-5","0.01351","0.0002964"
"844.8","-3.03E-6","3.69E-6","0","0","-6.06E-6","0","5.71E-6","0","1.68E-6","0","1.68E-6","1.51E-5","1.51E-5","0","-5.41E-6","0","1.47E-5","2.05E-5","1.34E-5","1.93E-5","2.35E-5","5.53E-5","0.01395","0.0003048"
"845.6","3.07E-6","3.74E-6","9.59E-6","1.02E-5","0","3.57E-6","-2.9E-6","-5.38E-6","-1.7E-6","1.7E-6","-1.7E-6","1.31E-5","1.8E-5","1.7E-6","5.48E-6","-5.9E-6","-4.95E-6","2.07E-5","1.7E-5","1.67E-5","1.87E-5","5.44E-5","0.01437","0.0003203"
"846.4","-3.1E-6","-7.55E-6","-4.84E-6","0","6.19E-6","3.6E-6","5.84E-6","0","-1.71E-6","3.43E-6","5.14E-6","1.32E-5","1.54E-5","-1.71E-6","5.53E-6","-1.19E-5","9.99E-6","1.67E-5","1.89E-5","1.41E-5","2.23E-5","5.83E-5","0.01492","0.0003309"
"847.2","-3.09E-6","7.54E-6","1.45E-5","-5.16E-6","0","1.08E-5","2.92E-6","0","-1.71E-6","1.71E-6","-3.43E-6","1.18E-5","1.36E-5","1.71E-6","1.66E-5","5.95E-6","1.5E-5","1.25E-5","1.71E-5","2.81E-5","2.06E-5","5.65E-5","0.01539","0.0003435"
"847.9","-6.15E-6","-3.75E-6","9.61E-6","1.03E-5","-6.15E-6","-3.57E-6","0","2.7E-6","0","3.4E-6","3.4E-6","1.24E-5","1.35E-5","3.4E-6","1.1E-5","5.91E-6","4.96E-6","1.66E-5","1.53E-5","2.52E-5","2.21E-5","4.94E-5","0.01587","0.0003606"
"848.7","-6.14E-6","0","9.6E-6","0","-1.84E-5","3.57E-6","2.9E-6","2.7E-6","0","-1.7E-6","1.7E-6","1.24E-5","1.44E-5","1.7E-6","1.65E-5","-5.91E-6","0","2.08E-5","1.53E-5","1.68E-5","1.53E-5","4.76E-5","0.01635","0.0003756"
"849.5","0","-3.78E-6","0","1.03E-5","0","3.6E-6","-2.92E-6","-5.44E-6","-1.72E-6","3.43E-6","-1.72E-6","1.1E-5","1.18E-5","0","5.53E-6","-5.96E-6","0","8.37E-6","1.72E-5","1.69E-5","1.72E-5","4.12E-5","0.01691","0.0003937"
"850.3","0","-3.83E-6","-4.91E-6","0","-6.29E-6","3.65E-6","2.97E-6","-5.51E-6","0","-3.48E-6","5.22E-6","1.34E-5","1.29E-5","3.48E-6","5.61E-6","0","-5.07E-6","8.49E-6","2.09E-5","1.71E-5","1.92E-5","4.7E-5","0.01749","0.0004117"
"851","3.17E-6","-3.87E-6","1.49E-5","5.29E-6","0","3.69E-6","5.99E-6","0","-7.03E-6","-1.76E-6","1.76E-6","1.06E-5","1.4E-5","3.52E-6","5.67E-6","0","1.02E-5","1.72E-5","1.93E-5","1.73E-5","2.11E-5","4.75E-5","0.01806","0.0004245"
"851.8","3.17E-6","7.74E-6","4.96E-6","1.59E-5","-6.34E-6","0","2.99E-6","-5.56E-6","0","0","-1.76E-6","1.21E-5","1.21E-5","0","5.66E-6","6.1E-6","-5.12E-6","2.14E-5","1.41E-5","8.65E-6","1.93E-5","3.87E-5","0.0186","0.0004354"
"852.6","3.15E-6","0","4.93E-6","1.05E-5","6.31E-6","7.33E-6","2.97E-6","0","0","-1.75E-6","3.49E-6","1.12E-5","1.39E-5","1.75E-6","1.13E-5","-1.21E-5","-5.09E-6","2.13E-5","1.22E-5","1.43E-5","1.92E-5","4.54E-5","0.01921","0.0004614"
"853.3","-6.29E-6","0","9.83E-6","1.05E-5","-1.89E-5","0","0","0","0","0","3.48E-6","1.05E-5","1.29E-5","0","5.62E-6","-1.82E-5","5.07E-6","1.7E-5","1.57E-5","1.43E-5","1.22E-5","4.01E-5","0.01977","0.0004797"
"854.1","0","0","0","1.05E-5","-1.27E-5","-7.36E-6","-5.97E-6","0","0","0","-1.75E-6","9.76E-6","1.39E-5","-1.75E-6","5.65E-6","-6.08E-6","0","1.71E-5","1.4E-5","1.15E-5","1.4E-5","3.68E-5","0.02037","0.0004998"
"854.9","6.41E-6","3.91E-6","0","5.34E-6","6.41E-6","-3.73E-6","6.05E-6","5.62E-6","0","-1.78E-6","0","1.29E-5","1.32E-5","0","5.72E-6","-1.23E-5","2.07E-5","2.6E-5","1.6E-5","1.46E-5","1.24E-5","4.26E-5","0.02105","0.0005228"
"855.6","3.25E-6","3.96E-6","-5.07E-6","5.41E-6","0","-3.77E-6","9.19E-6","2.85E-6","5.4E-6","-1.8E-6","5.4E-6","1.08E-5","1.24E-5","0","5.8E-6","-6.24E-6","5.23E-6","2.63E-5","1.62E-5","1.18E-5","1.44E-5","4.32E-5","0.02161","0.0005402"
"856.4","0","0","1.02E-5","0","-6.52E-6","-7.58E-6","1.23E-5","2.86E-6","1.81E-6","1.81E-6","0","1.16E-5","1.15E-5","1.81E-6","1.75E-5","-1.88E-5","5.25E-6","2.64E-5","1.62E-5","1.48E-5","1.08E-5","3.97E-5","0.02227","0.0005639"
"857.2","3.24E-6","-1.18E-5","5.05E-6","5.39E-6","-6.47E-6","3.76E-6","9.15E-6","0","3.59E-6","0","3.59E-6","9.22E-6","1.42E-5","3.59E-6","1.16E-5","-6.22E-6","0","1.75E-5","1.79E-5","2.06E-5","1.61E-5","4.3E-5","0.02268","0.0005885"
"857.9","6.43E-6","-3.92E-6","1.0E-5","0","-6.43E-6","-3.74E-6","0","2.82E-6","5.35E-6","-5.35E-6","3.56E-6","9.16E-6","1.42E-5","-1.78E-6","5.74E-6","-6.18E-6","0","1.74E-5","1.25E-5","1.75E-5","1.78E-5","4.1E-5","0.02316","0.0006083"
"858.7","3.23E-6","3.93E-6","0","2.15E-5","1.94E-5","3.75E-6","3.04E-6","0","1.79E-6","1.79E-6","3.57E-6","1.3E-5","1.33E-5","1.79E-6","1.15E-5","0","5.2E-6","4.36E-6","1.07E-5","1.17E-5","1.25E-5","3.93E-5","0.02369","0.0006336"
"859.5","3.26E-6","7.96E-6","0","1.09E-5","0","0","6.16E-6","5.72E-6","5.43E-6","3.62E-6","-1.81E-6","1.01E-5","1.25E-5","3.62E-6","1.17E-5","6.28E-6","-5.26E-6","4.41E-6","1.27E-5","1.48E-5","1.27E-5","3.62E-5","0.02401","0.0006566"
"860.2","0","-1.21E-5","-5.18E-6","5.53E-6","-6.63E-6","0","9.38E-6","2.91E-6","3.68E-6","-1.84E-6","1.84E-6","9.45E-6","1.27E-5","-1.84E-6","0","-6.38E-6","5.35E-6","2.24E-5","9.19E-6","1.21E-5","7.35E-6","4.23E-5","0.02423","0.0006803"
"861","3.34E-6","4.07E-6","5.22E-6","1.11E-5","-6.68E-6","0","6.3E-6","0","1.85E-6","-1.85E-6","1.85E-6","1.11E-5","1.27E-5","1.85E-6","0","6.42E-6","-1.08E-5","2.26E-5","1.3E-5","1.21E-5","1.3E-5","3.7E-5","0.02436","0.0007051"
"861.8","-6.65E-6","-4.05E-6","1.04E-5","-5.54E-6","0","3.86E-6","0","0","0","3.69E-6","-1.84E-6","1.03E-5","1.17E-5","3.69E-6","5.93E-6","1.28E-5","0","2.25E-5","1.29E-5","0","1.11E-5","3.5E-5","0.02445","0.0007394"
"862.5","6.59E-6","-1.61E-5","0","5.49E-6","-6.59E-6","3.83E-6","6.22E-6","0","5.48E-6","-5.48E-6","0","1.02E-5","9.67E-6","0","0","0","-5.32E-6","8.91E-6","1.28E-5","1.5E-5","9.13E-6","3.11E-5","0.02437","0.0007695"
"863.3","0","-4.01E-6","1.03E-5","0","0","3.83E-6","-3.11E-6","2.89E-6","5.47E-6","-3.65E-6","0","8.59E-6","9.65E-6","7.29E-6","5.88E-6","0","0","2.22E-5","1.46E-5","1.8E-5","1.09E-5","3.28E-5","0.02407","0.0007896"
"864.1","3.32E-6","0","1.04E-5","0","6.64E-6","7.73E-6","3.13E-6","5.83E-6","1.84E-6","-5.53E-6","3.68E-6","7.89E-6","9.75E-6","1.84E-6","0","0","0","1.35E-5","1.11E-5","1.51E-5","1.29E-5","3.13E-5","0.02381","0.0008215"
"864.8","0","-4.12E-6","5.28E-6","1.13E-5","0","-3.93E-6","0","0","1.87E-6","3.75E-6","1.87E-6","8.03E-6","8.93E-6","1.87E-6","1.21E-5","6.5E-6","-5.45E-6","1.37E-5","9.37E-6","1.84E-5","1.12E-5","2.81E-5","0.02343","0.0008549"
"865.6","6.85E-6","-4.18E-6","1.61E-5","1.14E-5","0","0","6.46E-6","3.0E-6","0","1.9E-6","0","1.14E-5","9.06E-6","1.9E-6","1.83E-5","-6.59E-6","-5.52E-6","9.25E-6","1.33E-5","6.23E-6","9.5E-6","3.04E-5","0.02276","0.0008862"
"866.4","-6.87E-6","-1.26E-5","0","5.73E-6","1.37E-5","0","0","-3.01E-6","3.81E-6","-1.91E-6","0","8.17E-6","1.31E-5","-3.81E-6","6.13E-6","0","0","1.86E-5","9.53E-6","6.25E-6","1.14E-5","2.86E-5","0.02211","0.0009108"
"867.1","6.83E-6","-4.16E-6","-2.13E-5","5.69E-6","6.83E-6","-3.97E-6","0","8.98E-6","1.89E-6","-7.57E-6","1.89E-6","8.93E-6","5.01E-6","3.79E-6","1.83E-5","0","5.51E-6","1.85E-5","1.52E-5","1.24E-5","7.57E-6","2.84E-5","0.02129","0.0009565"
"867.9","1.36E-5","4.14E-6","1.06E-5","0","0","0","9.61E-6","-5.95E-6","1.88E-6","3.76E-6","1.88E-6","8.07E-6","9.96E-6","0","6.06E-6","-6.53E-6","0","9.17E-6","1.32E-5","1.23E-5","1.13E-5","2.82E-5","0.02044","0.0009924"
"868.7","6.83E-6","-4.16E-6","1.6E-5","5.69E-6","1.37E-5","3.97E-6","3.22E-6","-1.2E-5","1.89E-6","1.89E-6","1.89E-6","7.29E-6","7.01E-6","1.89E-6","-6.09E-6","1.31E-5","-5.5E-6","1.38E-5","1.32E-5","9.31E-6","5.67E-6","2.65E-5","0.01951","0.001018"
"869.4","3.47E-6","8.46E-6","5.42E-6","0","0","-4.04E-6","3.27E-6","9.13E-6","3.85E-6","5.77E-6","0","6.59E-6","9.16E-6","1.92E-6","0","0","0","9.38E-6","1.35E-5","1.58E-5","9.62E-6","2.89E-5","0.01856","0.001057"
"870.2","-7.08E-6","8.64E-6","1.11E-5","0","1.42E-5","0","-3.34E-6","3.11E-6","1.97E-6","0","3.93E-6","1.01E-5","7.28E-6","1.97E-6","1.27E-5","6.81E-6","0","1.91E-5","1.18E-5","9.66E-6","9.82E-6","2.95E-5","0.01751","0.001094"
"871","3.59E-6","-4.38E-6","5.61E-6","-5.98E-6","7.18E-6","4.17E-6","0","-3.15E-6","0","1.99E-6","0","8.54E-6","9.5E-6","0","0","2.07E-5","-1.16E-5","9.7E-6","1.2E-5","9.79E-6","1.2E-5","2.59E-5","0.01647","0.001134"
"871.7","1.08E-5","0","1.12E-5","-5.99E-6","0","-4.18E-6","3.39E-6","0","0","1.99E-6","0","6.84E-6","1.06E-5","1.99E-6","0","1.38E-5","-5.8E-6","9.72E-6","1.4E-5","6.54E-6","7.98E-6","2.59E-5","0.01548","0.001174"
"872.5","7.15E-6","8.72E-6","1.12E-5","-5.96E-6","7.15E-6","0","1.35E-5","3.14E-6","5.95E-6","-3.97E-6","1.98E-6","4.25E-6","9.45E-6","-1.98E-6","0","0","5.77E-6","4.83E-6","1.39E-5","9.75E-6","7.94E-6","2.58E-5","0.01432","0.001219"
"873.3","3.58E-6","4.36E-6","0","0","7.16E-6","0","6.75E-6","6.28E-6","5.95E-6","-1.98E-6","-1.98E-6","1.02E-5","6.3E-6","5.95E-6","-6.39E-6","1.38E-5","5.77E-6","2.42E-5","1.19E-5","9.76E-6","1.39E-5","2.58E-5","0.01335","0.001261"
"874","1.09E-5","0","1.13E-5","0","0","4.21E-6","3.41E-6","-3.17E-6","2.01E-6","0","-2.01E-6","8.6E-6","9.57E-6","2.01E-6","0","0","0","1.47E-5","1.21E-5","9.87E-6","8.03E-6","2.21E-5","0.01245","0.001293"
"874.8","3.7E-6","0","0","0","0","4.31E-6","1.05E-5","-3.25E-6","2.05E-6","2.05E-6","0","1.06E-5","8.7E-6","-2.05E-6","0","-1.42E-5","-5.97E-6","2.0E-5","1.03E-5","1.01E-5","1.03E-5","2.88E-5","0.01142","0.001349"
"875.5","-7.57E-6","-4.61E-6","5.91E-6","0","0","-4.4E-6","7.14E-6","3.32E-6","0","0","-2.1E-6","7.2E-6","8.9E-6","0","-6.76E-6","-7.28E-6","0","1.53E-5","1.47E-5","6.88E-6","8.4E-6","2.73E-5","0.01058","0.001397"
"876.3","3.83E-6","4.67E-6","0","-6.38E-6","2.3E-5","0","7.22E-6","3.36E-6","2.13E-6","4.25E-6","2.13E-6","5.47E-6","9.0E-6","4.25E-6","0","1.47E-5","0","5.17E-6","1.7E-5","6.96E-6","1.28E-5","2.34E-5","0.00961","0.001443"
"877.1","7.65E-6","4.66E-6","1.2E-5","0","7.65E-6","-8.89E-6","3.61E-6","0","4.25E-6","6.37E-6","4.25E-6","8.2E-6","1.01E-5","0","0","1.47E-5","6.17E-6","5.17E-6","1.7E-5","6.95E-6","6.37E-6","2.13E-5","0.008723","0.001491"
"877.8","0","-9.29E-6","1.19E-5","6.35E-6","7.62E-6","8.85E-6","0","-3.34E-6","1.06E-5","4.23E-6","-2.12E-6","5.44E-6","6.72E-6","-2.12E-6","6.8E-6","1.46E-5","-1.23E-5","1.54E-5","6.34E-6","3.46E-6","1.27E-5","2.12E-5","0.007926","0.001541"
"878.6","3.81E-6","-4.65E-6","0","0","-2.29E-5","-4.43E-6","3.59E-6","-3.34E-6","-2.12E-6","2.12E-6","2.12E-6","8.16E-6","8.96E-6","6.35E-6","6.8E-6","-1.47E-5","0","1.03E-5","1.06E-5","1.73E-5","8.46E-6","1.9E-5","0.007235","0.001608"
"879.4","3.85E-6","9.4E-6","1.2E-5","-6.42E-6","7.71E-6","0","-3.64E-6","3.38E-6","6.42E-6","2.14E-6","-6.42E-6","8.26E-6","7.94E-6","2.14E-6","-6.88E-6","0","6.22E-6","5.21E-6","1.07E-5","1.4E-5","4.28E-6","1.93E-5","0.006589","0.001639"
"880.1","0","0","-6.14E-6","6.55E-6","1.57E-5","0","3.71E-6","-3.45E-6","4.37E-6","-2.19E-6","2.19E-6","6.56E-6","1.04E-5","6.56E-6","2.11E-5","1.51E-5","6.34E-6","1.59E-5","1.31E-5","7.15E-6","8.74E-6","1.97E-5","0.005956","0.0017"
"880.9","0","4.89E-6","1.25E-5","-1.34E-5","8.02E-6","9.32E-6","0","-3.52E-6","4.46E-6","0","0","8.59E-6","8.26E-6","2.23E-6","7.16E-6","7.71E-6","-6.47E-6","2.17E-5","1.11E-5","1.82E-5","1.56E-5","1.34E-5","0.005414","0.001786"
"881.7","1.21E-5","4.94E-6","-6.33E-6","6.75E-6","-8.1E-6","0","0","0","-2.25E-6","2.25E-6","2.25E-6","6.75E-6","9.53E-6","0","0","3.11E-5","-1.96E-5","1.64E-5","9.0E-6","7.36E-6","6.75E-6","2.25E-5","0.00489","0.00186"
"882.4","4.04E-6","-9.86E-6","-6.32E-6","6.74E-6","0","-9.41E-6","3.82E-6","-3.55E-6","6.74E-6","4.49E-6","2.25E-6","4.82E-6","7.14E-6","-2.25E-6","0","2.33E-5","-6.52E-6","1.64E-5","8.99E-6","1.1E-5","8.99E-6","1.35E-5","0.004408","0.001934"
