"wavelength","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"472.5","5.09E-5","6.68E-5","9.47E-5","0.0002092","0.003236","0.009469","0.03426","0.03298","0.002501","0.0003332","0.0001116","0.0001","3.0E-5","2.31E-6","1.05E-5","0","0","-5.29E-6","2.31E-6","1.78E-6","2.31E-6","0","2.23E-6","8.44E-7"
"473.3","4.68E-5","5.94E-5","9.14E-5","0.0001884","0.002946","0.008657","0.03281","0.03398","0.002781","0.0003718","0.0001159","0.0001026","2.62E-5","2.31E-6","3.48E-6","0","9.43E-6","0","2.31E-6","5.32E-6","-1.15E-6","-1.15E-6","1.48E-6","8.41E-7"
"474.2","4.66E-5","6.39E-5","9.1E-5","0.0001943","0.002729","0.007942","0.03117","0.03488","0.003055","0.000402","0.0001261","0.0001152","2.68E-5","3.45E-6","0","3.74E-6","1.25E-5","0","2.3E-6","3.53E-6","0","0","7.38E-7","5.59E-7"
"475","4.65E-5","6.15E-5","8.79E-5","0.0001712","0.002503","0.007197","0.02969","0.03546","0.003363","0.000444","0.0001384","0.0001243","2.55E-5","3.44E-6","3.46E-6","3.73E-6","-6.25E-6","-2.62E-6","1.15E-6","3.53E-6","1.15E-6","-1.15E-6","2.21E-6","1.11E-6"
"475.8","4.83E-5","6.84E-5","8.16E-5","0.0001643","0.002278","0.006596","0.0281","0.03579","0.003727","0.0004868","0.0001541","0.0001354","2.54E-5","3.42E-6","1.04E-5","3.72E-6","0","2.61E-6","2.28E-6","0","2.28E-6","3.42E-6","0","1.39E-6"
"476.6","4.04E-5","6.58E-5","8.43E-5","0.0001605","0.002076","0.005994","0.02652","0.03585","0.004101","0.0005453","0.0001709","0.0001507","2.29E-5","0","3.44E-6","0","0","5.21E-6","1.14E-6","7.0E-6","-1.14E-6","1.14E-6","1.46E-6","8.29E-7"
"477.4","4.62E-5","5.86E-5","8.11E-5","0.0001538","0.001853","0.005462","0.02507","0.03569","0.00453","0.0006137","0.0001877","0.0001582","2.16E-5","1.13E-6","3.43E-6","1.11E-5","3.1E-6","-2.6E-6","3.4E-6","3.5E-6","0","0","0","1.38E-6"
"478.2","4.02E-5","5.61E-5","7.79E-5","0.0001405","0.001698","0.004949","0.02352","0.03517","0.004969","0.0006636","0.0002099","0.000176","2.39E-5","2.26E-6","0","3.69E-6","0","2.59E-6","1.13E-6","6.97E-6","0","0","7.27E-7","8.25E-7"
"479","4.02E-5","6.3E-5","7.77E-5","0.0001307","0.001562","0.004458","0.02215","0.03452","0.005484","0.0007364","0.000234","0.0001991","2.21E-5","3.38E-6","-3.42E-6","0","6.17E-6","5.17E-6","3.38E-6","3.48E-6","0","0","7.24E-7","5.48E-7"
"479.8","4.39E-5","5.36E-5","6.56E-5","0.0001241","0.001407","0.004087","0.02075","0.03369","0.006001","0.0008148","0.0002573","0.0002183","2.2E-5","0","1.36E-5","0","6.16E-6","0","3.37E-6","1.74E-6","1.12E-6","-2.25E-6","7.22E-7","1.09E-6"
"480.6","4.19E-5","5.34E-5","7.44E-5","0.0001238","0.00126","0.003713","0.01959","0.03266","0.00659","0.0009075","0.0002737","0.0002403","2.14E-5","0","6.8E-6","-3.66E-6","9.22E-6","5.15E-6","0","5.19E-6","0","3.36E-6","0","1.09E-6"
"481.4","3.99E-5","5.79E-5","7.42E-5","0.000114","0.001133","0.003419","0.01829","0.03138","0.007226","0.001001","0.0002991","0.0002684","1.78E-5","1.12E-6","3.39E-6","3.65E-6","3.07E-6","7.7E-6","0","8.64E-6","2.24E-6","2.24E-6","7.18E-7","1.36E-6"
"482.2","4.17E-5","5.55E-5","6.52E-5","0.0001075","0.001058","0.003153","0.01713","0.0303","0.007863","0.001103","0.0003417","0.0003017","2.07E-5","3.35E-6","0","0","0","2.56E-6","2.23E-6","3.45E-6","2.23E-6","2.23E-6","1.43E-6","1.63E-6"
"483","4.17E-5","5.09E-5","6.22E-5","9.8E-5","0.0009572","0.002889","0.01621","0.02883","0.008616","0.001228","0.0003761","0.0003328","1.95E-5","4.45E-6","3.39E-6","3.65E-6","6.12E-6","-2.56E-6","4.45E-6","1.72E-6","-2.23E-6","1.11E-6","7.16E-7","8.12E-7"
"483.8","3.59E-5","5.07E-5","5.91E-5","0.0001072","0.0008892","0.00267","0.01511","0.02744","0.009416","0.001333","0.0004081","0.0003763","1.82E-5","3.33E-6","1.01E-5","3.64E-6","3.05E-6","2.56E-6","4.44E-6","6.88E-6","0","-1.11E-6","1.43E-6","8.11E-7"
"484.6","3.78E-5","4.61E-5","6.2E-5","0.0001008","0.0007966","0.002478","0.01421","0.02597","0.0102","0.001464","0.0004448","0.0004159","1.94E-5","1.11E-6","3.38E-6","-3.64E-6","3.05E-6","2.55E-6","3.33E-6","6.87E-6","-2.22E-6","-2.22E-6","7.13E-7","1.35E-6"
"485.5","3.77E-5","5.52E-5","5.9E-5","0.0001006","0.0007308","0.002292","0.01331","0.02448","0.01101","0.001613","0.0004914","0.0004723","1.93E-5","3.32E-6","6.74E-6","0","3.04E-6","2.55E-6","2.21E-6","1.72E-6","1.11E-6","-1.11E-6","7.11E-7","5.38E-7"
"486.3","3.96E-5","4.36E-5","6.18E-5","9.42E-5","0.0006993","0.002114","0.01252","0.02312","0.01187","0.001781","0.00055","0.0005253","1.75E-5","0","1.01E-5","0","0","5.09E-6","2.21E-6","0","-1.1E-6","3.31E-6","0","5.37E-7"
"487.1","3.94E-5","4.81E-5","5.87E-5","7.51E-5","0.0006334","0.001954","0.01173","0.02185","0.0128","0.001974","0.0005947","0.0005898","1.75E-5","1.1E-6","1.34E-5","0","3.03E-6","5.08E-6","1.1E-6","3.42E-6","0","1.1E-6","2.12E-6","1.61E-6"
"487.9","3.75E-5","5.03E-5","6.15E-5","9.06E-5","0.0005785","0.001807","0.01098","0.02068","0.01365","0.002154","0.0006647","0.0006604","1.74E-5","3.29E-6","3.35E-6","0","6.04E-6","7.6E-6","4.39E-6","1.7E-6","1.1E-6","1.1E-6","1.41E-6","5.34E-7"
"488.7","3.36E-5","4.33E-5","5.55E-5","8.1E-5","0.0005313","0.001651","0.01019","0.01943","0.01462","0.002391","0.0007205","0.0007423","1.68E-5","2.19E-6","3.34E-6","3.59E-6","3.01E-6","5.05E-6","2.19E-6","3.4E-6","0","0","0","7.98E-7"
"489.5","3.91E-5","4.09E-5","4.95E-5","6.83E-5","0.0005107","0.00154","0.009521","0.01829","0.01552","0.002632","0.0007881","0.000827","1.67E-5","2.18E-6","6.65E-6","0","6.01E-6","-2.52E-6","3.27E-6","0","0","3.27E-6","0","7.95E-7"
"490.3","3.53E-5","4.99E-5","5.52E-5","7.43E-5","0.0004832","0.001404","0.008868","0.01728","0.01646","0.002887","0.0008615","0.000922","1.55E-5","2.17E-6","6.64E-6","3.57E-6","6.0E-6","-7.54E-6","5.44E-6","3.38E-6","2.17E-6","1.09E-6","6.99E-7","7.93E-7"
"491.1","2.96E-5","4.74E-5","4.63E-5","6.79E-5","0.0004178","0.001306","0.008268","0.01634","0.01736","0.003177","0.0009405","0.00104","1.72E-5","5.41E-6","3.31E-6","-3.56E-6","-2.99E-6","0","4.33E-6","5.05E-6","0","1.08E-6","6.96E-7","7.9E-7"
"491.9","3.14E-5","4.28E-5","5.48E-5","7.38E-5","0.0004125","0.001197","0.007693","0.01539","0.01819","0.003528","0.001035","0.001149","1.54E-5","5.39E-6","6.59E-6","3.55E-6","2.98E-6","0","0","3.36E-6","0","1.08E-6","6.93E-7","7.87E-7"
"492.7","2.94E-5","4.49E-5","6.61E-5","5.21E-5","0.0003776","0.001088","0.007144","0.01452","0.01899","0.003856","0.00114","0.001277","1.59E-5","2.15E-6","1.31E-5","0","0","4.97E-6","2.15E-6","3.34E-6","0","0","2.07E-6","1.31E-6"
"493.5","3.12E-5","4.02E-5","5.44E-5","6.72E-5","0.0003428","0.001009","0.006607","0.01371","0.01961","0.004223","0.001247","0.001418","1.53E-5","4.28E-6","9.82E-6","0","8.87E-6","4.95E-6","4.28E-6","1.67E-6","2.14E-6","1.07E-6","1.38E-6","1.56E-6"
"494.3","3.29E-5","4.01E-5","5.14E-5","6.4E-5","0.0003084","0.0009286","0.006129","0.01291","0.02028","0.004711","0.001374","0.001566","1.53E-5","5.33E-6","6.53E-6","7.03E-6","2.95E-6","0","1.07E-6","0","0","0","6.86E-7","1.82E-6"
"495.1","3.1E-5","4.0E-5","5.41E-5","5.77E-5","0.0002962","0.0008581","0.005699","0.01218","0.02078","0.005121","0.001497","0.001708","1.52E-5","3.19E-6","3.25E-6","-3.5E-6","2.94E-6","-2.46E-6","0","6.62E-6","3.19E-6","0","6.83E-7","1.03E-6"
"496","2.55E-5","3.99E-5","4.54E-5","5.45E-5","0.0002664","0.0007832","0.005262","0.01149","0.0212","0.005607","0.001652","0.001879","1.68E-5","3.18E-6","0","6.99E-6","1.17E-5","0","2.12E-6","3.31E-6","0","2.12E-6","6.81E-7","5.15E-7"
"496.8","2.72E-5","3.97E-5","5.09E-5","5.13E-5","0.000258","0.0007069","0.004899","0.0107","0.02151","0.00619","0.00179","0.002055","1.4E-5","3.17E-6","6.47E-6","0","0","0","2.11E-6","4.94E-6","1.06E-6","0","1.36E-6","7.7E-7"
"497.6","2.89E-5","3.97E-5","4.24E-5","5.73E-5","0.0002394","0.0006507","0.004579","0.01018","0.02161","0.006755","0.001978","0.002249","1.62E-5","2.11E-6","6.46E-6","1.04E-5","0","4.89E-6","3.16E-6","1.64E-6","1.05E-6","4.21E-6","1.35E-6","1.02E-6"
"498.4","2.34E-5","3.74E-5","4.22E-5","6.61E-5","0.0002275","0.0005995","0.004202","0.009472","0.02167","0.007418","0.002157","0.002433","1.67E-5","3.15E-6","6.44E-6","3.47E-6","1.16E-5","4.87E-6","3.15E-6","1.64E-6","0","2.1E-6","6.75E-7","1.28E-6"
"499.2","2.52E-5","3.29E-5","4.22E-5","4.8E-5","0.0002087","0.0005663","0.003925","0.008866","0.0216","0.008081","0.00235","0.002625","1.61E-5","4.19E-6","9.64E-6","3.46E-6","2.9E-6","4.86E-6","2.09E-6","4.91E-6","0","0","1.35E-6","1.02E-6"
"500","2.51E-5","3.72E-5","4.21E-5","4.49E-5","0.0001973","0.0005117","0.003675","0.008271","0.02145","0.008805","0.002578","0.002836","1.71E-5","3.13E-6","6.41E-6","3.45E-6","2.89E-6","2.42E-6","4.17E-6","1.63E-6","0","2.09E-6","6.71E-7","1.02E-6"
"500.8","3.04E-5","3.27E-5","4.2E-5","4.77E-5","0.0001826","0.0004851","0.003361","0.007798","0.02109","0.009574","0.002814","0.00303","1.65E-5","4.16E-6","6.39E-6","0","2.89E-6","0","2.08E-6","3.25E-6","4.16E-6","3.12E-6","0","5.06E-7"
"501.6","2.68E-5","4.14E-5","3.91E-5","4.76E-5","0.0001714","0.0004417","0.003161","0.00723","0.02072","0.01041","0.003086","0.003266","1.59E-5","7.27E-6","0","-3.43E-6","0","4.83E-6","3.11E-6","6.49E-6","-1.04E-6","3.11E-6","6.67E-7","7.58E-7"
"502.4","2.5E-5","3.48E-5","4.18E-5","4.46E-5","0.0001677","0.0004039","0.002944","0.006735","0.02025","0.01125","0.003395","0.003488","1.97E-5","2.07E-6","6.37E-6","0","2.88E-6","0","1.04E-6","3.24E-6","3.11E-6","1.04E-6","6.66E-7","1.01E-6"
"503.2","2.14E-5","4.12E-5","3.89E-5","4.75E-5","0.0001566","0.0003905","0.002734","0.006304","0.01967","0.01208","0.003678","0.003714","2.02E-5","4.13E-6","3.18E-6","3.42E-6","5.74E-6","0","4.13E-6","4.85E-6","1.03E-6","0","6.64E-7","1.01E-6"
"504","2.67E-5","3.04E-5","3.89E-5","4.74E-5","0.0001422","0.0003652","0.002559","0.005849","0.01901","0.01302","0.004011","0.003937","2.07E-5","5.16E-6","-3.17E-6","-3.42E-6","5.73E-6","2.4E-6","2.06E-6","1.62E-6","1.03E-6","1.03E-6","1.33E-6","5.02E-7"
"504.8","1.95E-5","3.03E-5","3.88E-5","4.14E-5","0.0001383","0.000335","0.002374","0.005443","0.01826","0.01389","0.004387","0.004153","2.18E-5","1.03E-6","1.27E-5","-3.41E-6","1.14E-5","0","5.14E-6","8.06E-6","1.03E-6","2.06E-6","1.32E-6","1.0E-6"
"505.6","1.95E-5","3.45E-5","4.15E-5","4.42E-5","0.0001309","0.0003092","0.002204","0.005077","0.01755","0.01478","0.004785","0.004376","2.23E-5","5.13E-6","9.47E-6","6.8E-6","5.7E-6","4.78E-6","2.05E-6","6.43E-6","0","1.03E-6","0","9.98E-7"
"506.4","1.94E-5","4.09E-5","4.41E-5","4.12E-5","0.0001235","0.0002917","0.002055","0.004721","0.0168","0.01573","0.005199","0.00461","2.22E-5","6.14E-6","6.3E-6","0","2.85E-6","4.77E-6","3.07E-6","3.21E-6","0","2.05E-6","0","1.49E-6"
"507.3","2.11E-5","2.79E-5","3.85E-5","4.69E-5","0.0001232","0.0002765","0.001918","0.004364","0.01603","0.01662","0.005647","0.004815","2.48E-5","5.1E-6","6.29E-6","6.77E-6","5.68E-6","2.38E-6","4.08E-6","1.6E-6","-2.04E-6","1.02E-6","1.31E-6","9.93E-7"
"508.1","2.11E-5","3.22E-5","3.57E-5","4.4E-5","0.0001126","0.0002597","0.001786","0.004089","0.01532","0.01748","0.006106","0.00505","2.53E-5","8.15E-6","9.42E-6","3.38E-6","5.67E-6","4.75E-6","3.06E-6","4.8E-6","0","3.06E-6","1.31E-6","1.24E-6"
"508.9","1.58E-5","3.43E-5","3.57E-5","3.8E-5","0.0001053","0.0002385","0.001654","0.0038","0.01452","0.01821","0.006637","0.005257","2.91E-5","8.13E-6","-3.13E-6","6.75E-6","2.83E-6","4.74E-6","1.02E-6","3.19E-6","2.03E-6","2.03E-6","0","1.48E-6"
"509.7","1.75E-5","3.63E-5","3.28E-5","3.79E-5","9.8E-5","0.0002111","0.001555","0.003558","0.01383","0.01891","0.007191","0.005463","3.17E-5","5.07E-6","6.25E-6","6.73E-6","1.13E-5","7.1E-6","1.01E-6","1.59E-6","1.01E-6","2.03E-6","1.3E-6","7.4E-7"
"510.5","1.75E-5","3.2E-5","4.1E-5","4.08E-5","9.45E-5","0.0002109","0.001428","0.003358","0.01317","0.0196","0.007726","0.005678","3.38E-5","5.06E-6","9.37E-6","1.01E-5","2.82E-6","4.73E-6","1.01E-6","3.18E-6","1.01E-6","1.01E-6","6.51E-7","9.85E-7"
"511.3","1.75E-5","2.56E-5","3.55E-5","3.2E-5","9.79E-5","0.0001962","0.00134","0.003097","0.01253","0.02016","0.008287","0.005868","3.59E-5","6.06E-6","3.12E-6","6.72E-6","0","0","3.03E-6","1.59E-6","0","1.01E-6","3.25E-6","7.37E-7"
"512.1","2.09E-5","2.55E-5","3.0E-5","2.91E-5","8.72E-5","0.0001834","0.001253","0.00291","0.01187","0.02056","0.008933","0.006084","4.02E-5","8.06E-6","1.25E-5","6.71E-6","8.44E-6","2.36E-6","4.03E-6","4.76E-6","-1.01E-6","2.02E-6","6.48E-7","7.35E-7"
"512.9","2.09E-5","2.55E-5","2.99E-5","4.06E-5","9.05E-5","0.0001728","0.001167","0.002758","0.01135","0.02084","0.009555","0.006241","4.43E-5","3.02E-6","0","0","2.81E-6","4.7E-6","2.01E-6","4.75E-6","0","2.01E-6","1.29E-6","1.47E-6"
"513.7","1.91E-5","2.33E-5","2.99E-5","4.05E-5","7.3E-5","0.0001683","0.001079","0.00254","0.01074","0.02113","0.01025","0.006408","4.8E-5","4.01E-6","1.24E-5","1.67E-5","0","2.35E-6","2.01E-6","0","0","4.01E-6","0","7.32E-7"
"514.5","1.56E-5","2.75E-5","2.98E-5","3.76E-5","7.98E-5","0.0001479","0.001013","0.002371","0.01027","0.0212","0.01089","0.006595","5.28E-5","6.01E-6","1.55E-5","3.34E-6","2.8E-6","7.04E-6","3.0E-6","4.73E-6","1.0E-6","2.0E-6","6.44E-7","1.22E-6"
"515.3","1.21E-5","3.38E-5","2.97E-5","4.33E-5","7.27E-5","0.0001454","0.0009384","0.002235","0.009701","0.02118","0.01158","0.006735","5.42E-5","7.98E-6","6.18E-6","6.65E-6","8.37E-6","9.35E-6","2.99E-6","4.72E-6","0","2.0E-6","-6.42E-7","1.21E-6"
"516.1","1.55E-5","2.74E-5","3.24E-5","3.45E-5","7.25E-5","0.0001391","0.0008718","0.0021","0.00924","0.02095","0.01221","0.006904","6.11E-5","7.97E-6","0","3.32E-6","5.57E-6","2.33E-6","1.99E-6","3.14E-6","2.99E-6","9.96E-7","6.4E-7","7.27E-7"
"516.9","1.55E-5","2.53E-5","3.24E-5","4.03E-5","7.25E-5","0.0001206","0.0008047","0.001939","0.00877","0.02074","0.01286","0.007043","6.9E-5","5.97E-6","9.25E-6","3.32E-6","-2.78E-6","7.0E-6","2.98E-6","1.57E-6","1.99E-6","3.98E-6","6.4E-7","2.42E-7"
"517.8","1.9E-5","2.73E-5","2.69E-5","3.45E-5","7.24E-5","0.0001163","0.0007402","0.001834","0.008347","0.02041","0.01345","0.007178","7.79E-5","5.96E-6","0","3.31E-6","0","9.31E-6","0","1.57E-6","-9.93E-7","1.99E-6","1.91E-6","1.21E-6"
"518.6","1.21E-5","2.94E-5","3.5E-5","4.02E-5","5.85E-5","0.0001101","0.0006961","0.001708","0.007935","0.01997","0.01411","0.007315","8.26E-5","8.92E-6","9.22E-6","1.32E-5","5.55E-6","6.98E-6","9.91E-7","1.56E-6","1.98E-6","9.91E-7","1.27E-6","1.21E-6"
"519.4","1.72E-5","2.72E-5","2.95E-5","2.86E-5","5.84E-5","9.99E-5","0.0006517","0.001594","0.007556","0.01938","0.01466","0.007433","8.82E-5","8.9E-6","1.23E-5","9.91E-6","8.31E-6","2.32E-6","4.94E-6","0","2.97E-6","2.97E-6","1.27E-6","7.21E-7"
"520.2","1.2E-5","2.93E-5","2.68E-5","3.14E-5","5.83E-5","8.97E-5","0.0006011","0.001477","0.007134","0.01877","0.01522","0.007537","9.8E-5","7.89E-6","1.23E-5","3.3E-6","8.3E-6","4.64E-6","1.97E-6","1.56E-6","1.97E-6","0","6.34E-7","1.2E-6"
"521","1.54E-5","1.88E-5","3.48E-5","4.0E-5","6.85E-5","9.36E-5","0.0005655","0.001379","0.006786","0.01819","0.01567","0.00765","0.0001062","6.89E-6","1.22E-5","9.88E-6","5.52E-6","0","3.94E-6","1.56E-6","1.97E-6","2.95E-6","2.53E-6","0"
"521.8","1.88E-5","2.08E-5","3.2E-5","3.7E-5","6.15E-5","8.54E-5","0.0005299","0.001296","0.006422","0.01754","0.01614","0.007745","0.0001165","8.85E-6","6.1E-6","9.86E-6","1.38E-5","0","1.97E-6","0","2.95E-6","3.93E-6","6.32E-7","1.2E-6"
"522.6","1.37E-5","2.08E-5","3.2E-5","3.42E-5","4.78E-5","8.34E-5","0.0004869","0.001215","0.006069","0.01684","0.01649","0.007846","0.0001274","6.87E-6","6.1E-6","9.85E-6","2.75E-6","4.62E-6","2.94E-6","3.1E-6","9.81E-7","9.81E-7","1.26E-6","9.55E-7"
"523.4","2.22E-5","1.66E-5","3.73E-5","3.41E-5","5.8E-5","8.92E-5","0.0004536","0.001121","0.005727","0.01613","0.01669","0.00793","0.0001431","9.8E-6","6.09E-6","1.97E-5","8.25E-6","-4.61E-6","2.94E-6","3.1E-6","0","1.96E-6","1.89E-6","9.53E-7"
"524.2","1.53E-5","2.7E-5","3.19E-5","3.69E-5","5.45E-5","7.52E-5","0.000433","0.001056","0.005385","0.01546","0.01688","0.007992","0.0001528","9.78E-6","6.08E-6","1.64E-5","8.23E-6","2.3E-6","2.93E-6","3.09E-6","9.78E-7","2.93E-6","1.89E-6","9.52E-7"
"525","1.53E-5","2.49E-5","2.66E-5","3.97E-5","4.76E-5","7.12E-5","0.0004116","0.0009721","0.005076","0.01479","0.01697","0.008077","0.0001694","9.77E-6","1.22E-5","1.31E-5","8.23E-6","2.3E-6","2.93E-6","3.09E-6","0","9.77E-7","1.26E-6","1.19E-6"
"525.8","1.87E-5","2.07E-5","3.45E-5","3.97E-5","3.4E-5","6.92E-5","0.0003852","0.0009105","0.004764","0.01412","0.01705","0.00814","0.0001866","1.07E-5","1.21E-5","1.63E-5","1.37E-5","4.59E-6","0","3.09E-6","0","9.76E-7","6.27E-7","4.75E-7"
"526.6","1.87E-5","2.07E-5","2.92E-5","3.39E-5","4.75E-5","7.1E-5","0.0003666","0.0008572","0.004493","0.01342","0.01698","0.008199","0.0002057","1.27E-5","1.21E-5","1.63E-5","2.74E-6","0","1.95E-6","1.54E-6","2.92E-6","9.74E-7","1.25E-6","9.47E-7"
"527.4","1.02E-5","1.86E-5","2.38E-5","2.83E-5","4.07E-5","6.9E-5","0.000337","0.0008033","0.00421","0.01289","0.01688","0.008272","0.0002286","1.26E-5","9.08E-6","9.78E-6","2.73E-6","9.16E-6","2.92E-6","-1.54E-6","9.73E-7","2.92E-6","6.25E-7","1.18E-6"
"528.2","1.69E-5","1.45E-5","2.38E-5","3.67E-5","5.08E-5","6.49E-5","0.0003141","0.0007442","0.003972","0.01234","0.01663","0.008298","0.0002466","1.07E-5","1.21E-5","9.76E-6","8.19E-6","6.86E-6","3.88E-6","1.54E-6","0","9.71E-7","3.12E-6","9.45E-7"
"529.1","1.86E-5","1.86E-5","2.11E-5","3.66E-5","4.74E-5","5.7E-5","0.000301","0.0006966","0.003709","0.01178","0.01639","0.008358","0.000273","1.26E-5","1.51E-5","1.3E-5","8.18E-6","6.86E-6","1.94E-6","1.54E-6","1.94E-6","-2.91E-6","1.25E-6","7.07E-7"
"529.9","1.52E-5","1.85E-5","2.11E-5","2.81E-5","5.07E-5","5.89E-5","0.0002766","0.0006502","0.003497","0.01123","0.016","0.008367","0.0002966","1.35E-5","6.03E-6","1.95E-5","8.17E-6","6.85E-6","3.87E-6","3.07E-6","1.94E-6","2.9E-6","1.87E-6","7.06E-7"
"530.7","1.52E-5","2.06E-5","2.9E-5","2.81E-5","4.38E-5","5.88E-5","0.0002536","0.0006097","0.003274","0.01073","0.01559","0.008436","0.0003238","1.55E-5","1.2E-5","1.3E-5","1.09E-5","4.55E-6","0","3.06E-6","0","9.66E-7","0","1.18E-6"
"531.5","1.35E-5","1.85E-5","2.89E-5","3.36E-5","4.71E-5","5.67E-5","0.000237","0.0005738","0.003078","0.01025","0.01517","0.008474","0.000358","1.54E-5","9.01E-6","1.29E-5","8.14E-6","2.27E-6","0","1.53E-6","9.64E-7","1.93E-6","6.2E-7","1.17E-6"
"532.3","8.4E-6","1.43E-5","2.63E-5","3.08E-5","3.7E-5","5.28E-5","0.0002238","0.0005297","0.00288","0.009789","0.01471","0.008497","0.0003838","1.73E-5","1.2E-5","9.69E-6","2.71E-6","4.54E-6","1.92E-6","1.53E-6","9.62E-7","9.62E-7","1.86E-6","9.36E-7"
"533.1","1.68E-5","1.64E-5","2.88E-5","3.35E-5","3.69E-5","4.68E-5","0.0002057","0.0004984","0.002724","0.009424","0.01421","0.008531","0.0004197","1.82E-5","1.5E-5","1.61E-5","5.41E-6","6.8E-6","1.92E-6","-3.05E-6","9.6E-7","1.92E-6","1.23E-6","1.17E-6"
"533.9","1.17E-5","2.24E-5","2.61E-5","3.62E-5","4.68E-5","3.89E-5","0.0002035","0.0004761","0.002554","0.008977","0.01364","0.00856","0.0004611","1.82E-5","5.97E-6","1.61E-5","5.39E-6","2.26E-6","2.87E-6","1.52E-6","9.57E-7","2.87E-6","2.46E-6","1.63E-6"
"534.7","1.17E-5","1.83E-5","2.35E-5","3.34E-5","3.01E-5","5.24E-5","0.0001825","0.0004323","0.00241","0.008559","0.01318","0.008582","0.0005018","2.1E-5","1.19E-5","2.25E-5","8.08E-6","1.58E-5","1.91E-6","1.52E-6","-9.55E-7","9.55E-7","1.84E-6","9.29E-7"
"535.5","1.17E-5","1.83E-5","2.86E-5","2.78E-5","3.33E-5","4.26E-5","0.0001742","0.0004136","0.002253","0.008178","0.01262","0.008576","0.0005455","2.29E-5","2.08E-5","1.28E-5","8.06E-6","6.76E-6","9.53E-7","0","0","3.81E-6","0","9.27E-7"
"536.3","1.16E-5","2.23E-5","2.86E-5","3.05E-5","3.66E-5","3.87E-5","0.0001658","0.000386","0.002141","0.007792","0.01214","0.008621","0.0005906","2.47E-5","1.48E-5","1.92E-5","8.04E-6","8.99E-6","0","1.51E-6","-9.5E-7","9.5E-7","0","1.16E-6"
"537.1","9.95E-6","1.82E-5","3.11E-5","3.04E-5","3.32E-5","4.05E-5","0.0001544","0.0003733","0.002009","0.007438","0.01168","0.00862","0.0006391","2.37E-5","1.19E-5","1.28E-5","5.35E-6","4.48E-6","0","4.53E-6","-9.48E-7","1.9E-6","6.09E-7","9.22E-7"
"537.9","1.32E-5","1.62E-5","3.1E-5","3.04E-5","3.64E-5","4.43E-5","0.0001445","0.0003414","0.001892","0.007058","0.01115","0.008641","0.0007025","3.12E-5","2.07E-5","2.23E-5","2.67E-6","8.95E-6","2.84E-6","3.01E-6","1.89E-6","2.84E-6","6.08E-7","4.6E-7"
"538.7","1.32E-5","2.01E-5","2.58E-5","2.75E-5","3.3E-5","4.03E-5","0.0001315","0.0003244","0.001774","0.006739","0.01063","0.00866","0.0007611","3.11E-5","1.77E-5","2.54E-5","7.99E-6","4.46E-6","1.89E-6","6.01E-6","9.43E-7","1.89E-6","1.21E-6","1.15E-6"
"539.6","1.65E-5","1.81E-5","2.32E-5","3.3E-5","3.3E-5","3.83E-5","0.0001265","0.0003004","0.001667","0.006406","0.01024","0.008651","0.0008209","3.29E-5","1.77E-5","2.22E-5","2.66E-6","6.68E-6","4.71E-6","7.49E-6","-9.41E-7","2.82E-6","1.21E-6","9.16E-7"
"540.4","1.32E-5","1.41E-5","2.83E-5","3.02E-5","3.29E-5","3.83E-5","0.0001248","0.0002768","0.001567","0.006036","0.009821","0.008645","0.0008878","3.38E-5","2.06E-5","1.9E-5","1.33E-5","6.67E-6","-9.4E-7","2.99E-6","2.82E-6","9.4E-7","1.81E-6","1.37E-6"
"541.2","1.15E-5","1.8E-5","2.83E-5","3.29E-5","2.63E-5","3.44E-5","0.0001168","0.0002606","0.001498","0.00573","0.009416","0.008681","0.0009603","3.94E-5","1.76E-5","1.58E-5","1.06E-5","4.44E-6","0","1.49E-6","0","9.38E-7","6.03E-7","9.13E-7"
"542","8.22E-6","1.6E-5","2.83E-5","3.29E-5","3.62E-5","3.63E-5","0.000109","0.0002518","0.001396","0.005436","0.009019","0.00866","0.001031","4.4E-5","2.35E-5","1.58E-5","7.95E-6","-2.22E-6","0","5.98E-6","0","1.87E-6","6.02E-7","9.12E-7"
"542.8","1.15E-5","2.0E-5","2.31E-5","2.74E-5","3.94E-5","3.43E-5","0.0001057","0.0002311","0.001324","0.005115","0.008621","0.008662","0.001125","4.87E-5","2.05E-5","1.89E-5","2.65E-6","1.11E-5","2.81E-6","-1.49E-6","9.36E-7","-9.36E-7","1.2E-6","9.1E-7"
"543.6","1.15E-5","2.0E-5","2.05E-5","3.0E-5","4.59E-5","3.43E-5","0.0001039","0.0002219","0.001239","0.004851","0.008276","0.00866","0.001204","4.76E-5","2.05E-5","1.89E-5","1.06E-5","6.64E-6","2.8E-6","2.98E-6","2.8E-6","9.34E-7","2.4E-6","9.09E-7"
"544.4","1.47E-5","1.4E-5","2.56E-5","2.46E-5","2.95E-5","3.24E-5","9.13E-5","0.0002057","0.001174","0.004593","0.007909","0.008668","0.001298","5.69E-5","2.05E-5","2.2E-5","2.64E-6","2.21E-6","0","0","9.33E-7","0","1.8E-6","6.81E-7"
